Municipalities;Indicadores de renta media;Period;Total
0801002002 Artés sección 02002;Índice de Gini;2015;25.9
0801002002 Artés sección 02002;Distribución de la renta P80/P20;2017;2.3
0801002002 Artés sección 02002;Distribución de la renta P80/P20;2016;2.4
0801002002 Artés sección 02002;Distribución de la renta P80/P20;2015;2.2
0801002003 Artés sección 02003;Índice de Gini;2017;26.2
0801002003 Artés sección 02003;Índice de Gini;2016;25.9
0801002003 Artés sección 02003;Índice de Gini;2015;27.4
0801002003 Artés sección 02003;Distribución de la renta P80/P20;2017;2.3
0801002003 Artés sección 02003;Distribución de la renta P80/P20;2016;2.3
0801002003 Artés sección 02003;Distribución de la renta P80/P20;2015;2.4
0801002001 Artés sección 02001;Índice de Gini;2017;25.0
0801002001 Artés sección 02001;Índice de Gini;2016;24.8
0801002001 Artés sección 02001;Índice de Gini;2015;25.1
0801002001 Artés sección 02001;Distribución de la renta P80/P20;2017;2.2
0801002001 Artés sección 02001;Distribución de la renta P80/P20;2016;2.1
0801002001 Artés sección 02001;Distribución de la renta P80/P20;2015;2.3
08011 Avià;Índice de Gini;2017;25.3
08011 Avià;Índice de Gini;2016;25.1
08011 Avià;Índice de Gini;2015;25.4
08011 Avià;Distribución de la renta P80/P20;2017;2.1
08011 Avià;Distribución de la renta P80/P20;2016;2.2
08011 Avià;Distribución de la renta P80/P20;2015;2.2
0801101 Avià distrito 01;Índice de Gini;2017;25.3
0801101 Avià distrito 01;Índice de Gini;2016;25.1
0801101 Avià distrito 01;Índice de Gini;2015;25.4
0801101 Avià distrito 01;Distribución de la renta P80/P20;2017;2.1
0801101 Avià distrito 01;Distribución de la renta P80/P20;2016;2.2
0801101 Avià distrito 01;Distribución de la renta P80/P20;2015;2.2
0801101001 Avià sección 01001;Índice de Gini;2017;25.3
0801101001 Avià sección 01001;Índice de Gini;2016;25.1
0801101001 Avià sección 01001;Índice de Gini;2015;25.4
0801101001 Avià sección 01001;Distribución de la renta P80/P20;2017;2.1
0801101001 Avià sección 01001;Distribución de la renta P80/P20;2016;2.2
0801101001 Avià sección 01001;Distribución de la renta P80/P20;2015;2.2
08012 Avinyó;Índice de Gini;2017;23.8
08012 Avinyó;Índice de Gini;2016;25.3
08012 Avinyó;Índice de Gini;2015;24.9
08012 Avinyó;Distribución de la renta P80/P20;2017;2.2
08012 Avinyó;Distribución de la renta P80/P20;2016;2.2
08012 Avinyó;Distribución de la renta P80/P20;2015;2.2
0801201 Avinyó distrito 01;Índice de Gini;2017;23.8
0801201 Avinyó distrito 01;Índice de Gini;2016;25.3
0801201 Avinyó distrito 01;Índice de Gini;2015;24.9
0801201 Avinyó distrito 01;Distribución de la renta P80/P20;2017;2.2
0801201 Avinyó distrito 01;Distribución de la renta P80/P20;2016;2.2
0801201 Avinyó distrito 01;Distribución de la renta P80/P20;2015;2.2
0801201001 Avinyó sección 01001;Índice de Gini;2017;23.8
0801201001 Avinyó sección 01001;Índice de Gini;2016;25.3
0801201001 Avinyó sección 01001;Índice de Gini;2015;24.9
0801201001 Avinyó sección 01001;Distribución de la renta P80/P20;2017;2.2
0801201001 Avinyó sección 01001;Distribución de la renta P80/P20;2016;2.2
0801201001 Avinyó sección 01001;Distribución de la renta P80/P20;2015;2.2
08013 Avinyonet del Penedès;Índice de Gini;2017;30.7
08013 Avinyonet del Penedès;Índice de Gini;2016;32.1
08013 Avinyonet del Penedès;Índice de Gini;2015;31.3
08013 Avinyonet del Penedès;Distribución de la renta P80/P20;2017;2.6
08013 Avinyonet del Penedès;Distribución de la renta P80/P20;2016;2.8
08013 Avinyonet del Penedès;Distribución de la renta P80/P20;2015;2.7
0801301 Avinyonet del Penedès distrito 01;Índice de Gini;2017;30.7
0801301 Avinyonet del Penedès distrito 01;Índice de Gini;2016;32.1
0801301 Avinyonet del Penedès distrito 01;Índice de Gini;2015;31.3
0801301 Avinyonet del Penedès distrito 01;Distribución de la renta P80/P20;2017;2.6
0801301 Avinyonet del Penedès distrito 01;Distribución de la renta P80/P20;2016;2.8
0801301 Avinyonet del Penedès distrito 01;Distribución de la renta P80/P20;2015;2.7
0801301001 Avinyonet del Penedès sección 01001;Índice de Gini;2017;30.7
0801301001 Avinyonet del Penedès sección 01001;Índice de Gini;2016;32.1
0801301001 Avinyonet del Penedès sección 01001;Índice de Gini;2015;31.3
0801301001 Avinyonet del Penedès sección 01001;Distribución de la renta P80/P20;2017;2.6
0801301001 Avinyonet del Penedès sección 01001;Distribución de la renta P80/P20;2016;2.8
0801301001 Avinyonet del Penedès sección 01001;Distribución de la renta P80/P20;2015;2.7
08015 Badalona;Índice de Gini;2017;31.4
08015 Badalona;Índice de Gini;2016;32.4
08015 Badalona;Índice de Gini;2015;32.7
08015 Badalona;Distribución de la renta P80/P20;2017;2.8
08015 Badalona;Distribución de la renta P80/P20;2016;2.7
08015 Badalona;Distribución de la renta P80/P20;2015;2.9
0801505 Badalona distrito 05;Índice de Gini;2017;27.7
0801505 Badalona distrito 05;Índice de Gini;2016;28.7
0801505 Badalona distrito 05;Índice de Gini;2015;28.7
0801505 Badalona distrito 05;Distribución de la renta P80/P20;2017;2.4
0801505 Badalona distrito 05;Distribución de la renta P80/P20;2016;2.4
0801505 Badalona distrito 05;Distribución de la renta P80/P20;2015;2.5
0801505001 Badalona sección 05001;Índice de Gini;2017;28.8
0801505001 Badalona sección 05001;Índice de Gini;2016;30.1
0801505001 Badalona sección 05001;Índice de Gini;2015;29.6
0801505001 Badalona sección 05001;Distribución de la renta P80/P20;2017;2.5
0801505001 Badalona sección 05001;Distribución de la renta P80/P20;2016;2.4
0801505001 Badalona sección 05001;Distribución de la renta P80/P20;2015;2.5
0801505002 Badalona sección 05002;Índice de Gini;2017;23.1
0801505002 Badalona sección 05002;Índice de Gini;2016;23.6
0801505002 Badalona sección 05002;Índice de Gini;2015;24.5
0801505002 Badalona sección 05002;Distribución de la renta P80/P20;2017;2.0
0801505002 Badalona sección 05002;Distribución de la renta P80/P20;2016;2.1
0801505002 Badalona sección 05002;Distribución de la renta P80/P20;2015;2.1
0801505004 Badalona sección 05004;Índice de Gini;2017;28.0
0801505004 Badalona sección 05004;Índice de Gini;2016;28.5
0801505004 Badalona sección 05004;Índice de Gini;2015;29.1
0801505004 Badalona sección 05004;Distribución de la renta P80/P20;2017;2.4
0801505004 Badalona sección 05004;Distribución de la renta P80/P20;2016;2.5
0801505004 Badalona sección 05004;Distribución de la renta P80/P20;2015;2.5
0801505003 Badalona sección 05003;Índice de Gini;2017;26.9
0801505003 Badalona sección 05003;Índice de Gini;2016;29.0
0801505003 Badalona sección 05003;Índice de Gini;2015;27.8
0801505003 Badalona sección 05003;Distribución de la renta P80/P20;2017;2.3
0801505003 Badalona sección 05003;Distribución de la renta P80/P20;2016;2.4
0801505003 Badalona sección 05003;Distribución de la renta P80/P20;2015;2.4
0801505006 Badalona sección 05006;Índice de Gini;2017;29.4
0801505006 Badalona sección 05006;Índice de Gini;2016;29.3
0801505006 Badalona sección 05006;Índice de Gini;2015;30.1
0801505006 Badalona sección 05006;Distribución de la renta P80/P20;2017;2.4
0801505006 Badalona sección 05006;Distribución de la renta P80/P20;2016;2.3
0801505006 Badalona sección 05006;Distribución de la renta P80/P20;2015;2.5
0801505005 Badalona sección 05005;Índice de Gini;2017;25.0
0801505005 Badalona sección 05005;Índice de Gini;2016;26.4
0801505005 Badalona sección 05005;Índice de Gini;2015;27.4
0801505005 Badalona sección 05005;Distribución de la renta P80/P20;2017;2.1
0801505005 Badalona sección 05005;Distribución de la renta P80/P20;2016;2.4
0801505005 Badalona sección 05005;Distribución de la renta P80/P20;2015;2.3
0801503 Badalona distrito 03;Índice de Gini;2017;30.2
0801503 Badalona distrito 03;Índice de Gini;2016;30.9
0801503 Badalona distrito 03;Índice de Gini;2015;31.1
0801503 Badalona distrito 03;Distribución de la renta P80/P20;2017;2.6
0801503 Badalona distrito 03;Distribución de la renta P80/P20;2016;2.5
0801503 Badalona distrito 03;Distribución de la renta P80/P20;2015;2.6
0801503008 Badalona sección 03008;Índice de Gini;2017;31.1
0801503008 Badalona sección 03008;Índice de Gini;2016;30.6
0801503008 Badalona sección 03008;Índice de Gini;2015;32.6
0801503008 Badalona sección 03008;Distribución de la renta P80/P20;2017;2.6
0801503008 Badalona sección 03008;Distribución de la renta P80/P20;2016;2.5
0801503008 Badalona sección 03008;Distribución de la renta P80/P20;2015;2.9
0801503004 Badalona sección 03004;Índice de Gini;2017;26.9
0801503004 Badalona sección 03004;Índice de Gini;2016;28.1
0801503004 Badalona sección 03004;Índice de Gini;2015;27.8
0801503004 Badalona sección 03004;Distribución de la renta P80/P20;2017;2.2
0801503004 Badalona sección 03004;Distribución de la renta P80/P20;2016;2.3
0801503004 Badalona sección 03004;Distribución de la renta P80/P20;2015;2.3
0801503011 Badalona sección 03011;Índice de Gini;2017;29.3
0801503011 Badalona sección 03011;Índice de Gini;2016;31.0
0801503011 Badalona sección 03011;Índice de Gini;2015;31.2
0801503011 Badalona sección 03011;Distribución de la renta P80/P20;2017;2.5
0801503011 Badalona sección 03011;Distribución de la renta P80/P20;2016;2.7
0801503011 Badalona sección 03011;Distribución de la renta P80/P20;2015;2.6
0801503003 Badalona sección 03003;Índice de Gini;2017;28.4
0801503003 Badalona sección 03003;Índice de Gini;2016;29.1
0801503003 Badalona sección 03003;Índice de Gini;2015;29.1
0801503003 Badalona sección 03003;Distribución de la renta P80/P20;2017;2.4
0801503003 Badalona sección 03003;Distribución de la renta P80/P20;2016;2.6
0801503003 Badalona sección 03003;Distribución de la renta P80/P20;2015;2.6
0801503009 Badalona sección 03009;Índice de Gini;2017;30.2
0801503009 Badalona sección 03009;Índice de Gini;2016;29.3
0801503009 Badalona sección 03009;Índice de Gini;2015;29.7
0801503009 Badalona sección 03009;Distribución de la renta P80/P20;2017;2.5
0801503009 Badalona sección 03009;Distribución de la renta P80/P20;2016;2.5
0801503009 Badalona sección 03009;Distribución de la renta P80/P20;2015;2.6
0801503013 Badalona sección 03013;Índice de Gini;2017;30.4
0801503013 Badalona sección 03013;Índice de Gini;2016;31.0
0801503013 Badalona sección 03013;Índice de Gini;2015;30.1
0801503013 Badalona sección 03013;Distribución de la renta P80/P20;2017;2.5
0801503013 Badalona sección 03013;Distribución de la renta P80/P20;2016;2.4
0801503013 Badalona sección 03013;Distribución de la renta P80/P20;2015;2.5
0801503006 Badalona sección 03006;Índice de Gini;2017;29.6
0801503006 Badalona sección 03006;Índice de Gini;2016;31.6
0801503006 Badalona sección 03006;Índice de Gini;2015;31.1
0801503006 Badalona sección 03006;Distribución de la renta P80/P20;2017;2.4
0801503006 Badalona sección 03006;Distribución de la renta P80/P20;2016;2.4
0801503006 Badalona sección 03006;Distribución de la renta P80/P20;2015;2.4
0801503001 Badalona sección 03001;Índice de Gini;2017;29.3
0801503001 Badalona sección 03001;Índice de Gini;2016;30.8
0801503001 Badalona sección 03001;Índice de Gini;2015;31.7
0801503001 Badalona sección 03001;Distribución de la renta P80/P20;2017;2.6
0801503001 Badalona sección 03001;Distribución de la renta P80/P20;2016;2.8
0801503001 Badalona sección 03001;Distribución de la renta P80/P20;2015;2.7
0801503005 Badalona sección 03005;Índice de Gini;2017;29.7
0801503005 Badalona sección 03005;Índice de Gini;2016;30.2
0801503005 Badalona sección 03005;Índice de Gini;2015;31.0
0801503005 Badalona sección 03005;Distribución de la renta P80/P20;2017;2.8
0801503005 Badalona sección 03005;Distribución de la renta P80/P20;2016;2.6
0801503005 Badalona sección 03005;Distribución de la renta P80/P20;2015;2.8
0801503007 Badalona sección 03007;Índice de Gini;2017;27.6
0801503007 Badalona sección 03007;Índice de Gini;2016;27.7
0801503007 Badalona sección 03007;Índice de Gini;2015;27.5
0801503007 Badalona sección 03007;Distribución de la renta P80/P20;2017;2.3
0801503007 Badalona sección 03007;Distribución de la renta P80/P20;2016;2.3
0801503007 Badalona sección 03007;Distribución de la renta P80/P20;2015;2.3
0801503010 Badalona sección 03010;Índice de Gini;2017;24.4
0801503010 Badalona sección 03010;Índice de Gini;2016;24.9
0801503010 Badalona sección 03010;Índice de Gini;2015;25.0
0801503010 Badalona sección 03010;Distribución de la renta P80/P20;2017;2.0
0801503010 Badalona sección 03010;Distribución de la renta P80/P20;2016;2.0
0801503010 Badalona sección 03010;Distribución de la renta P80/P20;2015;2.2
0801506 Badalona distrito 06;Índice de Gini;2017;30.2
0801506 Badalona distrito 06;Índice de Gini;2016;30.5
0801506 Badalona distrito 06;Índice de Gini;2015;30.8
0801506 Badalona distrito 06;Distribución de la renta P80/P20;2017;2.4
0801506 Badalona distrito 06;Distribución de la renta P80/P20;2016;2.5
0801506 Badalona distrito 06;Distribución de la renta P80/P20;2015;2.4
0801506001 Badalona sección 06001;Índice de Gini;2017;29.5
0801506001 Badalona sección 06001;Índice de Gini;2016;27.8
0801506001 Badalona sección 06001;Índice de Gini;2015;28.2
0801506001 Badalona sección 06001;Distribución de la renta P80/P20;2017;2.4
0801506001 Badalona sección 06001;Distribución de la renta P80/P20;2016;2.3
0801506001 Badalona sección 06001;Distribución de la renta P80/P20;2015;2.3
0801506006 Badalona sección 06006;Índice de Gini;2017;25.0
0801506006 Badalona sección 06006;Índice de Gini;2016;25.3
0801506006 Badalona sección 06006;Índice de Gini;2015;24.8
0801506006 Badalona sección 06006;Distribución de la renta P80/P20;2017;2.0
0801506006 Badalona sección 06006;Distribución de la renta P80/P20;2016;2.2
0801506006 Badalona sección 06006;Distribución de la renta P80/P20;2015;2.1
0801506003 Badalona sección 06003;Índice de Gini;2017;24.8
0801506003 Badalona sección 06003;Índice de Gini;2016;26.0
0801506003 Badalona sección 06003;Índice de Gini;2015;26.1
0801506003 Badalona sección 06003;Distribución de la renta P80/P20;2017;2.2
0801506003 Badalona sección 06003;Distribución de la renta P80/P20;2016;2.1
0801506003 Badalona sección 06003;Distribución de la renta P80/P20;2015;2.3
0801506004 Badalona sección 06004;Índice de Gini;2017;26.0
0801506004 Badalona sección 06004;Índice de Gini;2016;27.3
0801506004 Badalona sección 06004;Índice de Gini;2015;27.4
0801506004 Badalona sección 06004;Distribución de la renta P80/P20;2017;2.3
0801506004 Badalona sección 06004;Distribución de la renta P80/P20;2016;2.4
0801506004 Badalona sección 06004;Distribución de la renta P80/P20;2015;2.4
0801506002 Badalona sección 06002;Índice de Gini;2017;34.8
0801506002 Badalona sección 06002;Índice de Gini;2016;33.2
0801506002 Badalona sección 06002;Índice de Gini;2015;34.3
0801506002 Badalona sección 06002;Distribución de la renta P80/P20;2017;2.6
0801506002 Badalona sección 06002;Distribución de la renta P80/P20;2016;2.8
0801506002 Badalona sección 06002;Distribución de la renta P80/P20;2015;2.8
0801506005 Badalona sección 06005;Índice de Gini;2017;24.1
0801506005 Badalona sección 06005;Índice de Gini;2016;25.8
0801506005 Badalona sección 06005;Índice de Gini;2015;26.6
0801506005 Badalona sección 06005;Distribución de la renta P80/P20;2017;2.3
0801506005 Badalona sección 06005;Distribución de la renta P80/P20;2016;2.3
0801506005 Badalona sección 06005;Distribución de la renta P80/P20;2015;2.3
0801504 Badalona distrito 04;Índice de Gini;2017;26.7
0801504 Badalona distrito 04;Índice de Gini;2016;27.2
0801504 Badalona distrito 04;Índice de Gini;2015;27.8
0801504 Badalona distrito 04;Distribución de la renta P80/P20;2017;2.3
0801504 Badalona distrito 04;Distribución de la renta P80/P20;2016;2.4
0801504 Badalona distrito 04;Distribución de la renta P80/P20;2015;2.3
0801504003 Badalona sección 04003;Índice de Gini;2017;26.8
0801504003 Badalona sección 04003;Índice de Gini;2016;27.6
0801504003 Badalona sección 04003;Índice de Gini;2015;27.8
0801504003 Badalona sección 04003;Distribución de la renta P80/P20;2017;2.3
0801504003 Badalona sección 04003;Distribución de la renta P80/P20;2016;2.2
0801504003 Badalona sección 04003;Distribución de la renta P80/P20;2015;2.2
